descripcion;mes;sum
MANGO HADEN HUACA;5;0
MANGO HADEN HUACA;6;0
MANGO HADEN HUACA;7;0
MANGO HADEN HUACA;8;0
MANGO HADEN HUACA;9;0
MANGO HADEN HUACA;10;0
MANGO HADEN HUACA;11;0
MANGO HADEN HUACA;12;0
MANGO KENT(COSTA);1;0
MANGO KENT(COSTA);2;7
MANGO KENT(COSTA);3;8
MANGO KENT(COSTA);4;0
MANGO KENT(COSTA);5;0
MANGO KENT(COSTA);6;0
MANGO KENT(COSTA);7;0
MANGO KENT(COSTA);8;0
MANGO KENT(COSTA);9;0
MANGO KENT(COSTA);10;0
MANGO KENT(COSTA);11;0
MANGO KENT(COSTA);12;0
MANGO ROSADO HUACA;1;0
MANGO ROSADO HUACA;2;0
MANGO ROSADO HUACA;3;1
MANGO ROSADO HUACA;4;0
MANGO ROSADO HUACA;5;0
MANGO ROSADO HUACA;6;0
MANGO ROSADO HUACA;7;0
MANGO ROSADO HUACA;8;0
MANGO ROSADO HUACA;9;0
MANGO ROSADO HUACA;10;0
MANGO ROSADO HUACA;11;0
MANGO ROSADO HUACA;12;0
MANI CON CASCARA (CRIOLLA/SERRANA);1;0
MANI CON CASCARA (CRIOLLA/SERRANA);2;0
MANI CON CASCARA (CRIOLLA/SERRANA);3;0
MANI CON CASCARA (CRIOLLA/SERRANA);4;0
MANI CON CASCARA (CRIOLLA/SERRANA);5;0
MANI CON CASCARA (CRIOLLA/SERRANA);6;1
MANI CON CASCARA (CRIOLLA/SERRANA);7;0
MANI CON CASCARA (CRIOLLA/SERRANA);8;0
MANI CON CASCARA (CRIOLLA/SERRANA);9;1
MANI CON CASCARA (CRIOLLA/SERRANA);10;0
MANI CON CASCARA (CRIOLLA/SERRANA);11;0
MANI CON CASCARA (CRIOLLA/SERRANA);12;1
MANI PELADO (CRIOLLO/SERRANO);1;0
MANI PELADO (CRIOLLO/SERRANO);2;0
MANI PELADO (CRIOLLO/SERRANO);3;12
MANI PELADO (CRIOLLO/SERRANO);4;0
MANI PELADO (CRIOLLO/SERRANO);5;0
MANI PELADO (CRIOLLO/SERRANO);6;0
MANI PELADO (CRIOLLO/SERRANO);7;0
MANI PELADO (CRIOLLO/SERRANO);8;21
MANI PELADO (CRIOLLO/SERRANO);9;0
MANI PELADO (CRIOLLO/SERRANO);10;0
MANI PELADO (CRIOLLO/SERRANO);11;0
MANI PELADO (CRIOLLO/SERRANO);12;0
MANZANA DELICIA(COSTA);1;0
MANZANA DELICIA(COSTA);2;1
MANZANA DELICIA(COSTA);3;13
MANZANA DELICIA(COSTA);4;24
MANZANA DELICIA(COSTA);5;1
MANZANA DELICIA(COSTA);6;15
MANZANA DELICIA(COSTA);7;1
MANZANA DELICIA(COSTA);8;0
MANZANA DELICIA(COSTA);9;0
MANZANA DELICIA(COSTA);10;6
MANZANA DELICIA(COSTA);11;6
MANZANA DELICIA(COSTA);12;10
MARACUYA COSTA;1;5814
MARACUYA COSTA;2;7116
MARACUYA COSTA;3;8675
MARACUYA COSTA;4;4686
MARACUYA COSTA;5;2748
MARACUYA COSTA;6;1788
MARACUYA COSTA;7;1681
MARACUYA COSTA;8;1435
MARACUYA COSTA;9;1298
MARACUYA COSTA;10;1052
MARACUYA COSTA;11;1473
MARACUYA COSTA;12;1983
MARACUYA SELVA;1;4
MARACUYA SELVA;2;45
MARACUYA SELVA;3;115
MARACUYA SELVA;4;56
MARACUYA SELVA;5;0
MARACUYA SELVA;6;7
MARACUYA SELVA;7;3
MARACUYA SELVA;8;0
MARACUYA SELVA;9;1
MARACUYA SELVA;10;1
MARACUYA SELVA;11;6
MARACUYA SELVA;12;1
MARLO/CORONTA DE MAIZ MORADO;1;4
MARLO/CORONTA DE MAIZ MORADO;2;39
MARLO/CORONTA DE MAIZ MORADO;3;46
MARLO/CORONTA DE MAIZ MORADO;4;35
MARLO/CORONTA DE MAIZ MORADO;5;9
MARLO/CORONTA DE MAIZ MORADO;6;7
MARLO/CORONTA DE MAIZ MORADO;7;4
MARLO/CORONTA DE MAIZ MORADO;8;3
MARLO/CORONTA DE MAIZ MORADO;9;0
MARLO/CORONTA DE MAIZ MORADO;10;0
MARLO/CORONTA DE MAIZ MORADO;11;6
MARLO/CORONTA DE MAIZ MORADO;12;1
MAZANA CORRIENTE PARA AGUA;1;1812
MAZANA CORRIENTE PARA AGUA;2;1741
MAZANA CORRIENTE PARA AGUA;3;1780
MAZANA CORRIENTE PARA AGUA;4;1116
MAZANA CORRIENTE PARA AGUA;5;998
MAZANA CORRIENTE PARA AGUA;6;668
MAZANA CORRIENTE PARA AGUA;7;651
MAZANA CORRIENTE PARA AGUA;8;724
MAZANA CORRIENTE PARA AGUA;9;810
MAZANA CORRIENTE PARA AGUA;10;1093
MAZANA CORRIENTE PARA AGUA;11;1285
MAZANA CORRIENTE PARA AGUA;12;1166
MAZANA RAYADA;1;7
MAZANA RAYADA;2;0
MAZANA RAYADA;3;0
MAZANA RAYADA;4;0
MAZANA RAYADA;5;0
MAZANA RAYADA;6;0
MAZANA RAYADA;7;0
MAZANA RAYADA;8;0
MAZANA RAYADA;9;0
MAZANA RAYADA;10;2
MAZANA RAYADA;11;0
MAZANA RAYADA;12;6
NABO (CRIOLLO/SERRANO);1;28
NABO (CRIOLLO/SERRANO);2;25
NABO (CRIOLLO/SERRANO);3;36
NABO (CRIOLLO/SERRANO);4;32
NABO (CRIOLLO/SERRANO);5;42
NABO (CRIOLLO/SERRANO);6;35
NABO (CRIOLLO/SERRANO);7;41
NABO (CRIOLLO/SERRANO);8;49
NABO (CRIOLLO/SERRANO);9;63
NABO (CRIOLLO/SERRANO);10;46
NABO (CRIOLLO/SERRANO);11;47
NABO (CRIOLLO/SERRANO);12;15
OCA/AMARILLO/ROJO;1;0
OCA/AMARILLO/ROJO;2;0
OCA/AMARILLO/ROJO;3;28
OCA/AMARILLO/ROJO;4;2
OCA/AMARILLO/ROJO;5;8
OCA/AMARILLO/ROJO;6;6
OCA/AMARILLO/ROJO;7;2
OCA/AMARILLO/ROJO;8;0
OCA/AMARILLO/ROJO;9;0
OCA/AMARILLO/ROJO;10;0
OCA/AMARILLO/ROJO;11;0
OCA/AMARILLO/ROJO;12;0
OLLUCO LARGO (SIN LAVAR/LAVADO);1;7127
OLLUCO LARGO (SIN LAVAR/LAVADO);2;6694
OLLUCO LARGO (SIN LAVAR/LAVADO);3;8112
OLLUCO LARGO (SIN LAVAR/LAVADO);4;6683
OLLUCO LARGO (SIN LAVAR/LAVADO);5;6009
OLLUCO LARGO (SIN LAVAR/LAVADO);6;4785
OLLUCO LARGO (SIN LAVAR/LAVADO);7;4737
OLLUCO LARGO (SIN LAVAR/LAVADO);8;5592
OLLUCO LARGO (SIN LAVAR/LAVADO);9;5632
OLLUCO LARGO (SIN LAVAR/LAVADO);10;4830
OLLUCO LARGO (SIN LAVAR/LAVADO);11;5896
OLLUCO LARGO (SIN LAVAR/LAVADO);12;4061
OLLUCO REDONDO (SIN LAVAR/LAVADO);1;476
OLLUCO REDONDO (SIN LAVAR/LAVADO);2;339
OLLUCO REDONDO (SIN LAVAR/LAVADO);3;427
OLLUCO REDONDO (SIN LAVAR/LAVADO);4;409
OLLUCO REDONDO (SIN LAVAR/LAVADO);5;587
OLLUCO REDONDO (SIN LAVAR/LAVADO);6;669
OLLUCO REDONDO (SIN LAVAR/LAVADO);7;572
OLLUCO REDONDO (SIN LAVAR/LAVADO);8;624
OLLUCO REDONDO (SIN LAVAR/LAVADO);9;239
OLLUCO REDONDO (SIN LAVAR/LAVADO);10;478
OLLUCO REDONDO (SIN LAVAR/LAVADO);11;487
OLLUCO REDONDO (SIN LAVAR/LAVADO);12;301
PACCHOY;1;0
PACCHOY;2;0
PACCHOY;3;1
PACCHOY;4;0
PACCHOY;5;0
PACCHOY;6;0
PACCHOY;7;0
PACCHOY;8;0
PACCHOY;9;0
PACCHOY;10;1
PACCHOY;11;0
PACCHOY;12;0
PALLAR SECO NACIONAL;1;0
PALLAR SECO NACIONAL;2;0
PALLAR SECO NACIONAL;3;0
PALLAR SECO NACIONAL;4;0
PALLAR SECO NACIONAL;5;0
PALLAR SECO NACIONAL;6;0
PALLAR SECO NACIONAL;7;0
PALLAR SECO NACIONAL;8;2
PALLAR SECO NACIONAL;9;0
PALLAR SECO NACIONAL;10;0
PALLAR SECO NACIONAL;11;0
PALLAR SECO NACIONAL;12;2
PALLAR VERDE SERRUCHO/CACHITO;1;287
PALLAR VERDE SERRUCHO/CACHITO;2;198
PALLAR VERDE SERRUCHO/CACHITO;3;234
PALLAR VERDE SERRUCHO/CACHITO;4;163
PALLAR VERDE SERRUCHO/CACHITO;5;258
PALLAR VERDE SERRUCHO/CACHITO;6;201
PALLAR VERDE SERRUCHO/CACHITO;7;307
PALLAR VERDE SERRUCHO/CACHITO;8;621
PALLAR VERDE SERRUCHO/CACHITO;9;418
PALLAR VERDE SERRUCHO/CACHITO;10;196
PALLAR VERDE SERRUCHO/CACHITO;11;282
PALLAR VERDE SERRUCHO/CACHITO;12;273
PALTA FUERTE SELVA;1;0
PALTA FUERTE SELVA;2;0
PALTA FUERTE SELVA;3;0
PALTA FUERTE SELVA;4;0
PALTA FUERTE SELVA;5;0
PALTA FUERTE SELVA;6;0
PALTA FUERTE SELVA;7;0
PALTA FUERTE SELVA;8;0
PALTA FUERTE SELVA;9;0
PALTA FUERTE SELVA;10;0
PALTA FUERTE SELVA;11;0
PALTA FUERTE SELVA;12;0
PAPA AMARILLA/TUBAY/TORNILLO/OTR;1;11865
PAPA AMARILLA/TUBAY/TORNILLO/OTR;2;10048
PAPA AMARILLA/TUBAY/TORNILLO/OTR;3;10573
PAPA AMARILLA/TUBAY/TORNILLO/OTR;4;7245
PAPA AMARILLA/TUBAY/TORNILLO/OTR;5;6059
PAPA AMARILLA/TUBAY/TORNILLO/OTR;6;7441
PAPA AMARILLA/TUBAY/TORNILLO/OTR;7;8779
PAPA AMARILLA/TUBAY/TORNILLO/OTR;8;7116
PAPA AMARILLA/TUBAY/TORNILLO/OTR;9;9361
PAPA AMARILLA/TUBAY/TORNILLO/OTR;10;10848
PAPA AMARILLA/TUBAY/TORNILLO/OTR;11;11556
PAPA AMARILLA/TUBAY/TORNILLO/OTR;12;9957
PAPA BLANCA/VALLE/OTROS;1;244875
PAPA BLANCA/VALLE/OTROS;2;236275
PAPA BLANCA/VALLE/OTROS;3;258250
PAPA BLANCA/VALLE/OTROS;4;215669
PAPA BLANCA/VALLE/OTROS;5;221835
PAPA BLANCA/VALLE/OTROS;6;207950
PAPA BLANCA/VALLE/OTROS;7;223565
PAPA BLANCA/VALLE/OTROS;8;215956
PAPA BLANCA/VALLE/OTROS;9;214573
PAPA BLANCA/VALLE/OTROS;10;219077
PAPA BLANCA/VALLE/OTROS;11;213425
PAPA BLANCA/VALLE/OTROS;12;191381
PAPA COLOR/VALLE/OTROS;1;43952
PAPA COLOR/VALLE/OTROS;2;39483
PAPA COLOR/VALLE/OTROS;3;44028
PAPA COLOR/VALLE/OTROS;4;39096
PAPA COLOR/VALLE/OTROS;5;31448
PAPA COLOR/VALLE/OTROS;6;31273
PAPA COLOR/VALLE/OTROS;7;28662
PAPA COLOR/VALLE/OTROS;8;39254
PAPA COLOR/VALLE/OTROS;9;34585
PAPA COLOR/VALLE/OTROS;10;39039
PAPA COLOR/VALLE/OTROS;11;34297
PAPA COLOR/VALLE/OTROS;12;31387
PAPA HUAMANTANGA;1;0
PAPA HUAMANTANGA;2;1
PAPA HUAMANTANGA;3;0
PAPA HUAMANTANGA;4;0
PAPA HUAMANTANGA;5;87
PAPA HUAMANTANGA;6;10
PAPA HUAMANTANGA;7;0
PAPA HUAMANTANGA;8;0
PAPA HUAMANTANGA;9;0
PAPA HUAMANTANGA;10;0
PAPA HUAMANTANGA;11;0
PAPA HUAMANTANGA;12;1
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;1;244
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;2;292
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;3;361
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;4;288
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;5;307
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;6;284
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;7;467
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;8;181
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;9;210
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;10;442
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;11;99
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U;12;274
PAPA NEGRA ANDINA;1;0
PAPA NEGRA ANDINA;2;0
PAPA NEGRA ANDINA;3;0
PAPA NEGRA ANDINA;4;22
PAPA NEGRA ANDINA;5;0
PAPA NEGRA ANDINA;6;0
PAPA NEGRA ANDINA;7;0
PAPA NEGRA ANDINA;8;0
PAPA NEGRA ANDINA;9;0
PAPA NEGRA ANDINA;10;11
PAPA NEGRA ANDINA;11;9
PAPA NEGRA ANDINA;12;2
PAPA NEGRA VIUDA;1;0
PAPA NEGRA VIUDA;2;0
PAPA NEGRA VIUDA;3;15
PAPA NEGRA VIUDA;4;14
PAPA NEGRA VIUDA;5;0
PAPA NEGRA VIUDA;6;0
PAPA NEGRA VIUDA;7;0
PAPA NEGRA VIUDA;8;17
PAPA NEGRA VIUDA;9;0
PAPA NEGRA VIUDA;10;0
PAPA NEGRA VIUDA;11;6
PAPA NEGRA VIUDA;12;0
PAPA PERRICHOLI;1;217
PAPA PERRICHOLI;2;57
PAPA PERRICHOLI;3;169
PAPA PERRICHOLI;4;170
PAPA PERRICHOLI;5;109
PAPA PERRICHOLI;6;71
PAPA PERRICHOLI;7;225
PAPA PERRICHOLI;8;243
PAPA PERRICHOLI;9;195
PAPA PERRICHOLI;10;64
PAPA PERRICHOLI;11;63
PAPA PERRICHOLI;12;0
PAPA PERUANITA (INJERTO);1;91
PAPA PERUANITA (INJERTO);2;30
PAPA PERUANITA (INJERTO);3;125
PAPA PERUANITA (INJERTO);4;80
PAPA PERUANITA (INJERTO);5;51
PAPA PERUANITA (INJERTO);6;171
PAPA PERUANITA (INJERTO);7;164
PAPA PERUANITA (INJERTO);8;48
PAPA PERUANITA (INJERTO);9;141
PAPA PERUANITA (INJERTO);10;59
PAPA PERUANITA (INJERTO);11;1
PAPA PERUANITA (INJERTO);12;62
PAPA SECA ENTE.BLAN/HUAY/AMARI;1;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;2;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;3;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;4;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;5;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;6;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;7;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;8;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;9;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;10;0
PAPA SECA ENTE.BLAN/HUAY/AMARI;11;3
PAPA SECA ENTE.BLAN/HUAY/AMARI;12;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;1;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;2;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;3;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;4;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;5;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;6;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;7;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;8;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;9;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;10;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;11;0
PAPA SECA MOLI.BLAN/HUAY/AMARI;12;0
PAPA TOMASA;1;0
PAPA TOMASA;2;1
PAPA TOMASA;3;2
PAPA TOMASA;4;0
PAPA TOMASA;5;0
PAPA TOMASA;6;1
PAPA TOMASA;7;0
PAPA TOMASA;8;0
PAPA TOMASA;9;1
PAPA TOMASA;10;2
PAPA TOMASA;11;1
PAPA TOMASA;12;0
PAPA UNICA;1;196
PAPA UNICA;2;41
PAPA UNICA;3;70
PAPA UNICA;4;23
PAPA UNICA;5;26
PAPA UNICA;6;132
PAPA UNICA;7;145
PAPA UNICA;8;121
PAPA UNICA;9;218
PAPA UNICA;10;312
PAPA UNICA;11;148
PAPA UNICA;12;0
PAPA YUNGAY;1;119
PAPA YUNGAY;2;68
PAPA YUNGAY;3;115
PAPA YUNGAY;4;81
PAPA YUNGAY;5;138
PAPA YUNGAY;6;139
PAPA YUNGAY;7;288
PAPA YUNGAY;8;74
PAPA YUNGAY;9;199
PAPA YUNGAY;10;355
PAPA YUNGAY;11;442
PAPA YUNGAY;12;0
PAPRIKA;1;18
PAPRIKA;2;22
PAPRIKA;3;16
PAPRIKA;4;9
PAPRIKA;5;26
PAPRIKA;6;26
PAPRIKA;7;47
PAPRIKA;8;17
PAPRIKA;9;4
PAPRIKA;10;2
PAPRIKA;11;12
PAPRIKA;12;12
PEPINILLO;1;64
PEPINILLO;2;68
PEPINILLO;3;80
PEPINILLO;4;64
PEPINILLO;5;66
PEPINILLO;6;53
PEPINILLO;7;60
PEPINILLO;8;47
PEPINILLO;9;33
PEPINILLO;10;42
PEPINILLO;11;67
PEPINILLO;12;52
PEREJIL NACIONAL(CRIOLLO/SERRANO);1;1
PEREJIL NACIONAL(CRIOLLO/SERRANO);2;6
PEREJIL NACIONAL(CRIOLLO/SERRANO);3;2
PEREJIL NACIONAL(CRIOLLO/SERRANO);4;1
PEREJIL NACIONAL(CRIOLLO/SERRANO);5;1
PEREJIL NACIONAL(CRIOLLO/SERRANO);6;1
PEREJIL NACIONAL(CRIOLLO/SERRANO);7;2
PEREJIL NACIONAL(CRIOLLO/SERRANO);8;1
PEREJIL NACIONAL(CRIOLLO/SERRANO);9;0
PEREJIL NACIONAL(CRIOLLO/SERRANO);10;2
PEREJIL NACIONAL(CRIOLLO/SERRANO);11;1
PEREJIL NACIONAL(CRIOLLO/SERRANO);12;7
PIMIENTO MORRON/INJERTO/RANGER;1;8210
PIMIENTO MORRON/INJERTO/RANGER;2;7801
PIMIENTO MORRON/INJERTO/RANGER;3;8365
PIMIENTO MORRON/INJERTO/RANGER;4;6348
PIMIENTO MORRON/INJERTO/RANGER;5;6190
PIMIENTO MORRON/INJERTO/RANGER;6;6091
PIMIENTO MORRON/INJERTO/RANGER;7;5995
PIMIENTO MORRON/INJERTO/RANGER;8;6100
PIMIENTO MORRON/INJERTO/RANGER;9;6112
PIMIENTO MORRON/INJERTO/RANGER;10;6069
PIMIENTO MORRON/INJERTO/RANGER;11;6557
PIMIENTO MORRON/INJERTO/RANGER;12;5863
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;1;110
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;2;96
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;3;244
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;4;220
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;5;238
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;6;158
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;7;263
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;8;245
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;9;109
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;10;198
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;11;257
PIMIENTO/PAPRIKA/LARGO/PALILLO/SEDA/PINT;12;27
PORO (CRIOLLO/SERRANO);1;147
PORO (CRIOLLO/SERRANO);2;138
PORO (CRIOLLO/SERRANO);3;130
PORO (CRIOLLO/SERRANO);4;127
PORO (CRIOLLO/SERRANO);5;139
PORO (CRIOLLO/SERRANO);6;149
PORO (CRIOLLO/SERRANO);7;129
PORO (CRIOLLO/SERRANO);8;119
PORO (CRIOLLO/SERRANO);9;170
PORO (CRIOLLO/SERRANO);10;156
PORO (CRIOLLO/SERRANO);11;136
PORO (CRIOLLO/SERRANO);12;87
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);1;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);2;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);3;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);4;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);5;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);6;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);7;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);8;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);9;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);10;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);11;0
QUINUA PERLADA CHICA/GRANDE(LAV/PRO);12;0
RABANITO (CRIOLLO/SERRANO);1;10
RABANITO (CRIOLLO/SERRANO);2;8
RABANITO (CRIOLLO/SERRANO);3;8
RABANITO (CRIOLLO/SERRANO);4;2
RABANITO (CRIOLLO/SERRANO);5;6
RABANITO (CRIOLLO/SERRANO);6;4
RABANITO (CRIOLLO/SERRANO);7;6
RABANITO (CRIOLLO/SERRANO);8;4
RABANITO (CRIOLLO/SERRANO);9;7
RABANITO (CRIOLLO/SERRANO);10;8
RABANITO (CRIOLLO/SERRANO);11;6
RABANITO (CRIOLLO/SERRANO);12;2
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;1;80
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;2;98
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;3;123
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;4;117
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;5;73
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;6;66
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;7;92
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;8;78
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;9;72
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;10;77
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;11;79
ROMANA/HIDROFONICA/BLANCA/ROJA/ORGANICA;12;56
TAMARINDO(CON CASCARA)COSTA;1;0
TAMARINDO(CON CASCARA)COSTA;2;0
TAMARINDO(CON CASCARA)COSTA;3;0
TAMARINDO(CON CASCARA)COSTA;4;0
TAMARINDO(CON CASCARA)COSTA;5;0
TAMARINDO(CON CASCARA)COSTA;6;0
TAMARINDO(CON CASCARA)COSTA;7;0
TAMARINDO(CON CASCARA)COSTA;8;0
TAMARINDO(CON CASCARA)COSTA;9;0
TAMARINDO(CON CASCARA)COSTA;10;0
TAMARINDO(CON CASCARA)COSTA;11;1
TAMARINDO(CON CASCARA)COSTA;12;0
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);1;11379
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);2;10450
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);3;11033
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);4;9016
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);5;9338
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);6;8399
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);7;8929
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);8;8598
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);9;8700
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);10;9190
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);11;9104
TOMATE MARZANO (CUADR-RT4/ITAL/RIO GRAN);12;8209
TOMATE ORGANICO;1;0
TOMATE ORGANICO;2;0
TOMATE ORGANICO;3;0
TOMATE ORGANICO;4;2
TOMATE ORGANICO;5;0
TOMATE ORGANICO;6;0
TOMATE ORGANICO;7;1
TOMATE ORGANICO;8;0
TOMATE ORGANICO;9;0
TOMATE ORGANICO;10;38
TOMATE ORGANICO;11;0
TOMATE ORGANICO;12;0
TOMATE REDOND/CHEFF;1;42
TOMATE REDOND/CHEFF;2;10
TOMATE REDOND/CHEFF;3;9
TOMATE REDOND/CHEFF;4;23
TOMATE REDOND/CHEFF;5;19
TOMATE REDOND/CHEFF;6;5
TOMATE REDOND/CHEFF;7;4
TOMATE REDOND/CHEFF;8;53
TOMATE REDOND/CHEFF;9;7
TOMATE REDOND/CHEFF;10;14
TOMATE REDOND/CHEFF;11;2
TOMATE REDOND/CHEFF;12;8
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;1;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;2;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;3;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;4;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;5;1
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;6;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;7;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;8;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;9;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;10;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;11;0
TRIGO MOTE S/CASCARA/HUARAZ/OTROS;12;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);1;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);2;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);3;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);4;1
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);5;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);6;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);7;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);8;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);9;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);10;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);11;0
TRIGO RESBALADO (CORRIENTE/ESTAQUILLA);12;0
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;1;9375
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;2;7574
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;3;7277
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;4;6181
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;5;6487
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;6;4860
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;7;5427
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;8;5366
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;9;5626
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;10;6961
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;11;7908
VAINITA AMERICANA/SEDA/PITO/CORRIENT/MAD;12;8005
VAINITA CRIOLLA;1;0
VAINITA CRIOLLA;2;0
VAINITA CRIOLLA;3;0
VAINITA CRIOLLA;4;0
